1,9,9,12,450,0,0,0,0,0,0,0.835897663,0,,0,0,0,0,0,0,0.318733501,0
2,9,9,12,650,0,0,0,0,0.014830367,0,0.858922463,0,,0,0,0,0,0.001844002,0,0.428301374,0
3,9,9,12,850,0,0,0,0,0.284638909,0,0.886779386,0,,0,0,0,0,0.218650157,0,0.322464176,0
4,9,9,13,50,0,0,0.028861411,0,0.294496841,0,0.762287583,0,,0,0,0.01536171,0,0.024614682,0,0.418136482,0
5,9,9,13,250,0,0,0.077309764,0,0.519610087,0,0.907104125,0,,0,0,0.025533872,0,0.302154182,0,0.810329907,0
6,9,9,13,450,0,0,0.049485802,0,0.775173447,0,0.751999284,0,,0,0,0.020308982,0,0.037729109,0,0.052964269,0
7,9,9,13,650,0,0,0.012475217,0,0.635701333,0,0.746575651,0,,0,0,0.003934973,0,0.374433411,0,0.370489616,0
8,9,9,13,850,0,0,0.010890937,0,0.200871953,0,0.807739415,0,,0,0,0.008258847,0,0.099244729,0,0.783127116,0
9,9,9,14,50,0,0,0.080402733,0,0.622920044,0,0.878020268,0,,0,0,0.07739624,0,0.043820748,0,0.771055256,0
10,9,9,14,250,0,0,0.024045406,0,0.716571935,0,0.801536174,0,,0,0,0.018680507,0,0.647424732,0,0.182909942,0
11,9,9,14,450,0,0,0.087174867,0,0.285245756,0,0.389039451,0,,0,0,0.049132084,0,0.115515233,0,0.153919646,0
12,9,9,14,650,0,0,0.08603449,0,0.544361222,0,0.658554017,0,,0,0,0.048241917,0,0.261023525,0,0.223149915,0
13,9,9,14,850,0,0.008534523,0.036642042,0,0.399571993,0,0.460644391,0,,0,0.004518927,0.019802837,0,0.187716762,0,0.433269112,0
14,9,9,15,50,0,0.011420885,0.076885838,0,0.548286691,0,0.13874538,0,,0,0.007876856,0.023083195,0,0.26921979,0,0.047879443,0
15,9,9,15,250,0,0,0.094079674,0,0.490619464,0,0.823975577,0,,0,0,0.00787596,0,0.313825545,0,0.430959212,0
16,9,9,15,450,0,0,0.084400336,0,0.982051556,0,0.270409613,0,,0,0,0.05875168,0,0.43963667,0,0.206515882,0
17,9,9,15,650,0,0.008638509,0.008595057,0,0.104636704,0,0.108785316,0,,0,0.006323322,0.005875631,0,0.050047267,0,0.016643466,0
18,9,9,15,850,0,0.006767729,0.079767795,0,0.813219683,0,0.388128915,0,,0,0.000566827,0.061335407,0,0.040479139,0,0.318557856,0
19,9,9,16,50,0,0,0.081819097,0,0.98449032,0,0.24793083,0,,0,0,0.019875287,0,0.919996824,0,0.120061045,0
20,9,9,16,250,0,0,0.080358342,0,0.65059404,0,0.358466804,0,,0,0,0.0719934,0,0.297989228,0,0.196964119,0
21,9,9,16,450,0,0,0.095655476,0,0.161095144,0,0.613877501,0,,0,0,0.06681236,0,0.074572823,0,0.494868222,0
22,9,9,16,650,0,0,0.042480203,0,0.722679507,0,0.080443694,0,,0,0,0.035892031,0,0.507908656,0,0.063052198,0
23,9,9,16,850,0,0,0.066944574,0,0.230372667,0,0.063880049,0,,0,0,0.007154501,0,0.191876711,0,0.018719038,0
24,9,9,17,50,0,0,0.09120032,0,0.100543879,0,0.135980748,0,,0,0,0.055634858,0,0.092536485,0,0.134835765,0
25,9,9,17,250,0,0,0.03345803,0,0.108173201,0,0.313998895,0,,0,0,0.011212805,0,0.097029839,0,0.164708801,0
26,9,9,17,450,0,0,0.026753838,0,0.4633037,0,0.178585504,0,,0,0,0.010852612,0,0.448419775,0,0.059002585,0
27,9,9,17,650,0,0,0.022828093,0,0.32148203,0,0.830344692,0,,0,0,0.005126418,0,0.228176929,0,0.065892333,0
28,9,9,17,850,0,0,0.000286528,0,0.827305981,0,0.685047577,0,,0,0,8.72678E-05,0,0.176274516,0,0.098157958,0
29,9,9,18,50,0,0,0.008678382,0,0.813804645,0,0.116592877,0,,0,0,0.000714029,0,0.546430222,0,0.017626891,0
30,9,9,18,250,0,0,0.098445869,0,0.483115942,0,0.534406196,0,,0,0,0.068508891,0,0.096324434,0,0.01078885,0
31,9,9,18,450,0,0,0.035299897,0,0.02548838,0,0.90705336,0,,0,0,0.034505971,0,0.005000255,0,0.503514539,0
